'id','coverage','number_of_frames','scanned','medium','print_type','physical_location','remarks','created','last_modified','collection_id','frame_size_id','scale_id'
'9de489a7-d40b-46a6-a53d-7d260686ecc6','Full',519,0,'Print','B&W','FC24F','','2018-02-07 16:09:07.312955+00','2018-02-07 16:09:07.312949+00','b0babd28-b04e-4e3f-96fe-c3aff6feb33d','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'2f1331e8-5818-4ac0-9819-767f798365fa','Full',223,0,'Print','B&W','FC35D','','2018-02-07 16:09:13.841506+00','2018-02-07 16:09:13.84149+00','9a7d220f-3f58-436f-a7c2-17198af42665','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'ace7dfff-f16d-4606-83b7-867b2e9c0fcf','Partial',30,0,'Print','B&W','Crockett','','2018-04-07 23:05:57.10375+00','2018-04-07 23:05:57.103771+00','19d5e4a7-ba00-4369-b79d-db9e025ce1af','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','037cacd3-584d-4571-adc9-f329f959d251'
'66969257-be1b-4f9c-bad7-feb9ce0d85fd','Full',255,0,'Print','B&W','FC38F','','2018-02-07 16:09:16.452663+00','2018-02-07 16:09:16.452644+00','9abf388f-f70b-4bb3-89eb-d04d1ba5ddc4','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'86a36d7d-9157-4754-80d4-5ba11e7317e9','Full',466,0,'Print','B&W','FC02C','','2018-02-07 16:09:19.566495+00','2018-02-07 16:09:19.566478+00','4a8d1dca-b67b-4f6c-b470-d909e6cb553f','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'4e1625e6-af57-4058-9222-e26e16a9d8c8','Full',441,0,'Print','B&W','FC36D','
','2018-02-07 16:09:19.974204+00','2018-02-07 16:09:19.974199+00','c6b325b9-1e04-4941-91f8-e2f6849b5f0c','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'320b58a0-9b66-4cff-bdd3-6bce77d1e365','Full',782,0,'Print','B&W','FC34F','INCLUDES  TRAVIS  COUNTY DUPLICATES IN 34E &34F
INCLUDESWILLIAMSONCOUNTY PHOTOINDEXDUPLICATESIN34E&34F','2018-02-07 16:09:20.741778+00','2018-02-07 16:09:20.74176+00','9189b060-315e-4d4e-888a-c4bc561a67b3','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'cfa0d97d-3197-4f2c-9895-118a3dbf0cf5','Full',250,0,'Print','B&W','FC41F','','2018-02-07 16:09:25.428815+00','2018-02-07 16:09:25.428809+00','f84bf080-de8f-4e35-97dd-96a6ade08a86','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'189d3b37-00a7-4129-a64c-d32daf115a6e','Full',104,0,'Print','B&W','Hildago','Bought  for TWDB Colonias Program. Companion to Cameron set.','2018-02-07 16:09:24.820443+00','2018-04-07 23:42:51.983186+00','019a5d86-3ff1-44b9-a325-1d571be091a0','862a82da-6ab0-46a1-9a19-71374516d0e4','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'ed437c88-16c7-48ee-bf89-08a1b4993eb5','Partial',1,0,'Print','B&W','Liberty','Ames','2018-04-07 18:31:45.744743+00','2018-04-07 18:31:45.744764+00','84f1bfdf-0b56-40b8-9e6e-b31f873e0ad9','e02065f0-62c4-492c-ae83-7f94868bbb71','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'499ca10e-f232-4d90-a526-61570e164920','Partial',55,0,'Print','B&W','Fannin','Trenton, Nobility, White-Wright, Brushy Creek Resevoir, Elwood, Telephone, Windom, Ladonia, Riverby, Timber Creek Resevoir, Ivanhoe','2018-02-07 16:15:20.767074+00','2018-04-07 13:55:26.071228+00','f77b1764-8ff7-4374-ab86-a0cc9145ac0e','e02065f0-62c4-492c-ae83-7f94868bbb71','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'35171275-6caf-44d5-8c3b-a1b065086465','Partial',23,0,'Print','B&W','Johnson','Major cities and towns/Lake Whitney(part).Contains portions of rolls 1FF & 2FF.','2018-02-07 16:18:33.332582+00','2018-04-07 16:32:09.624185+00','4e68f066-bad3-4722-8e5b-608977e917f1','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'72181be5-a54c-4538-8410-3429e9b79ff4','Full',1,0,'Print','B&W','FC35F','Chapman Ranch','2018-02-07 16:09:31.101719+00','2018-02-07 16:09:31.101713+00','1ce5ea6f-7d0e-4426-9955-f0a33bf80b28','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'9984430f-0bb5-49cc-9d39-615236ff77fe','Full',207,0,'Print','B&W','FC 09E','Lake Corpus  Christi; Contains rolls 1-8.','2018-02-07 16:09:31.101719+00','2018-02-07 16:09:31.101713+00','1ce5ea6f-7d0e-4426-9955-f0a33bf80b28','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'f9221cea-27fb-49d1-9bf9-c3561ab0e787','Full',776,0,'Print','B&W','Photo Room - Jasper','','2018-07-20 19:05:31.690202+00','2018-07-20 19:05:31.690224+00','a69846d7-8971-4535-9292-d2579693bd43','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'8a99e986-1f5c-41d2-8e6d-9103c1a0c3de','Full',301,0,'Print','B&W','FC10G','','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'33282217-9b13-4f23-a3d7-907dd18b1b40','Partial',160,0,'Print','B&W','Ector','MORTS project that also includes Ector; alternate small frame set exists.
MORTS project which also covers Midland.  Alternate small frame set exists.','2018-02-07 16:10:47.590432+00','2018-04-07 23:04:46.761656+00','807b4d22-06dc-4393-aec2-b260112a7b63','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'c081104f-473b-4cd0-bb53-213fa310575f','Partial',4,0,'Print','B&W','FC35F','SH 115, Frames 1-1-1 -- 1-1-4','2018-02-07 16:11:46.387055+00','2018-02-28 16:45:18.484285+00','811b6961-a722-4068-a7b4-aa7897393695','a3b9aa31-af6d-4052-8f73-552545a13e09','cfaebf2e-c3b9-4fc2-9b33-7c1f66157f83'
'94d6a2dc-c7b9-492f-806e-628e1ed26283','Partial',3,3,'Print','B&W','Photo Room - Brazoria','Cedar Lakes
Q:\Historic_Images\GLO\Index\footprints\GLO_121','2018-03-21 17:29:57.284232+00','2018-04-05 19:32:22.316063+00','acb6b1e7-9073-471f-8ab0-4757e7a2b3fd','a3b9aa31-af6d-4052-8f73-552545a13e09','d368109b-8827-48ec-b22d-12f88f7ec637'
'252348df-7363-46d1-a2bc-5359dd1ecab4','Partial',79,0,'Print','B&W','Williamson','Portions of rolls 5-8 and 12-21.','2018-02-07 16:09:48.389406+00','2018-04-07 16:29:23.398044+00','dd26beeb-c2b7-4917-a7b6-8711ecbb3553','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'877d2b0f-c931-444d-845d-e29b815b0cb7','Full',503,0,'Print','B&W','FCO4E','','2018-02-07 16:09:44.897146+00','2018-02-07 16:09:44.897128+00','5192c68c-6ecd-4fc6-a8de-0c7005ec8f79','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'f6f502f2-d04a-4b51-8819-292f105e4862','Full',400,0,'Print','B&W','FC37C','','2018-02-07 16:09:46.436387+00','2018-02-07 16:09:46.436381+00','c67e5a8d-7160-4872-9435-f207856d9326','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'b6bbd5ca-6633-40d2-89c7-db4f41597e30','Partial',0,0,'Print','B&W','Brown','','2018-04-07 23:10:02.277342+00','2018-04-07 23:10:02.277364+00','b2eb9ee6-e667-4a2f-b6f6-cdf42f54d3e0','68334783-ea29-4f1f-b146-72513f4e8123','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'52d2381b-7a2a-4051-8d96-61ee6d0dc4fc','Full',443,0,'Print','B&W','FC25H','','2018-02-07 16:09:48.389406+00','2018-02-07 16:09:48.3894+00','dd26beeb-c2b7-4917-a7b6-8711ecbb3553','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'35783357-8337-481f-b30a-cabfc2e2324e','Partial',25,0,'Print','B&W','Winkler','Winkler County, Kermit TX and Airfield','2018-02-07 16:24:40.75394+00','2018-04-10 18:38:18.657484+00','dca787f4-b543-4a08-a9c0-ace297de0737','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'61215ac5-26e9-4070-b1e1-686a863252fe','Full',583,0,'Print','B&W','Photo Room - Brown','','2018-07-30 13:43:48.871769+00','2018-07-30 13:43:48.871791+00','c047d0e0-e9ac-4e52-a290-bdb0717dbfc2','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'ce23f40a-52f4-42b0-8180-c1a7f6afd576','Full',426,0,'Print','B&W','FC01E','','2018-02-07 16:09:52.77386+00','2018-02-07 16:09:52.773844+00','2b572dae-3f98-446b-b192-462409b8566f','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'1f830322-5f54-4c15-9588-2ece63986c69','Full',0,0,'Print','B&W','FC42F','','2018-02-07 16:10:00.676875+00','2018-06-07 15:26:47.607703+00','0eaa5b40-a375-43e9-a626-e75e0c8692f4','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'dc68df68-8923-4567-b337-eccf27f6c881','Full',448,0,'Print','B&W','FC37C','','2018-02-07 16:09:55.560615+00','2018-02-07 16:09:55.560609+00','64b8236e-9ed8-47b5-bd28-c214146269c8','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'f2377e40-7dba-479d-9394-ffacac7e3e64','Full',200,0,'Print','B&W','FC 37 F','','2018-02-07 16:09:57.687492+00','2018-02-07 16:09:57.687486+00','adaf1823-1086-40c6-b570-eb6f18a863e3','a3b9aa31-af6d-4052-8f73-552545a13e09','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'fa5037d3-2feb-4bfa-95c1-136e0c1d89df','Full',415,0,'Print','B&W','FC41E','','2018-02-07 16:09:58.162594+00','2018-02-07 16:09:58.162588+00','8bdd7e1f-8db8-4aff-84d0-f81148a6d385','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'647cfec4-1838-4e1c-ae9e-84926e86eede','Full',0,0,'Print','B&W','FC42E','','2018-02-07 16:10:00.676875+00','2018-06-07 15:26:47.608912+00','0eaa5b40-a375-43e9-a626-e75e0c8692f4','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'd388e287-8978-4887-b955-5cea20875883','Full',69,0,'Print','B&W','FC25F','','2018-02-07 16:09:59.170382+00','2018-02-07 16:09:59.170377+00','979a1cac-0e5f-46d9-af2a-1ace2807c003','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'b7fccee9-d9d3-4dce-b673-42f1a0a0d164','Full',0,0,'Print','B&W','FC43CD','','2018-02-07 16:10:00.676875+00','2018-02-07 16:10:00.676868+00','0eaa5b40-a375-43e9-a626-e75e0c8692f4','a3b9aa31-af6d-4052-8f73-552545a13e09','00107941-0f8d-4c9d-8286-333e0edcce0d'
'cc4de220-2873-4692-a330-34ee5ca17b7f','Full',0,0,'Print','B&W','FC43C','','2018-02-07 16:10:00.676875+00','2018-06-07 15:26:47.610372+00','0eaa5b40-a375-43e9-a626-e75e0c8692f4','a3b9aa31-af6d-4052-8f73-552545a13e09','00107941-0f8d-4c9d-8286-333e0edcce0d'
'61e3ff4e-b8cb-4012-89a7-702b9236f257','Partial',4,0,'Print','B&W','Castro','Nazareth, Hart, Sunnyside, Summerfield','2018-02-07 16:22:19.120595+00','2018-04-07 14:00:40.410617+00','ba23d8da-68ac-4f09-a762-f316acee2cc0','e02065f0-62c4-492c-ae83-7f94868bbb71','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'd4e6e545-f0ac-4824-8f1a-1b9d72a5778a','Full',694,0,'Print','B&W','FC13G','','2018-02-07 16:10:19.299979+00','2018-06-11 15:54:14.405869+00','acb9eaa1-5e31-4265-858b-19ab8b5ad22a','a3b9aa31-af6d-4052-8f73-552545a13e09','49ef0203-1e8b-4462-bcef-55ee18d6e0d4'
'6adcf383-6bc5-4131-a2fe-2adf8b2f7307','Partial',130,0,'Print','B&W','Flat File - Kaufman','','2018-07-30 19:18:03.793542+00','2018-07-30 19:18:03.793563+00','4ad68c62-0bb6-4892-a927-edc948de4f90','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'805a9620-488a-4aa0-b6a6-edcc7690fe2f','Full',450,0,'Print','B&W','FC16F','','2018-02-07 16:10:13.936401+00','2018-02-07 16:10:13.936395+00','d7b3a7b7-c0a9-40b5-b643-2694ae820856','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'bd9fe8f6-fde2-4109-aea1-55645b4c4b14','Full',165,0,'Print','B&W','FC24C','','2018-02-07 16:10:15.772075+00','2018-02-07 16:10:15.772069+00','f3bd3641-b5d0-482b-86b6-afa4c91e129b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'454b9b2a-a876-430b-b3a7-64e83840c341','Full',72,0,'Print','B&W','FC26D','','2018-02-07 16:10:21.39039+00','2018-02-07 16:10:21.390384+00','99277d2b-6dfb-40a6-a3cb-77ee4bae3dd2','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'f0bca573-eb7c-4952-8e9b-c8088916ca3a','Full',21,0,'Print','B&W','FC10F','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'4afc3a41-a2b6-4b9e-a782-bd1f74ebf058','Full',23,0,'Print','B&W','FC07D','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'8e9d89a0-dd77-497e-aaaf-4f6f4fa8a58f','Full',24,0,'Print','B&W','FC02E','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'9677c371-e65f-4c6e-9d5a-5396ed8af4d1','Full',25,0,'Print','B&W','FC11C','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'c5c7133e-dc1c-4957-a595-6c78653edbaf','Full',32,0,'Print','B&W','FC02E','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'77e6f599-86b3-47e2-8746-4f2dc0b0e6ca','Full',40,0,'Print','B&W','FC03D','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'03706c4e-7e19-4407-86b4-851c81642c85','Full',43,0,'Print','B&W','FC44D','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'7f79ec18-67e7-4ad4-922a-3b66f436542d','Full',66,0,'Print','B&W','FC01G','Duplicates','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'c4cb3187-988f-4c50-8b9b-aef6ffc73dcd','Full',14,0,'Print','B&W','FC44C','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','809d41aa-4b09-48aa-989b-884723a26ba6'
'c761b38b-6ed0-467c-abcd-784f3e549c93','Partial',140,0,'Print','B&W','Rains','Contains portions of rolls 1-3','2018-02-07 16:18:43.227338+00','2018-04-07 23:14:55.801727+00','95060813-fc6e-436e-a54c-eed6bed72b38','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'563b66c3-1afb-4c0b-a743-09aca7498062','Partial',300,0,'Print','B&W','Brazoria','','2018-02-07 16:10:34.428067+00','2018-04-07 23:54:32.990736+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'096fd296-d6b6-4d17-a95d-5cb0b6a237ac','Partial',1,0,'Print','B&W','Jefferson','','2018-04-07 18:39:07.790035+00','2018-04-07 18:39:07.790056+00','172289f8-3550-4141-9589-70ae7031b309','68334783-ea29-4f1f-b146-72513f4e8123','00107941-0f8d-4c9d-8286-333e0edcce0d'
'803a5ef1-e0ff-4725-af20-addcccaf5b16','Partial',70,0,'Print','B&W','Liberty','','2018-02-07 16:10:34.428067+00','2018-04-07 19:18:49.841285+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'f139d646-f100-4b8c-9d0b-4ba12f10c262','Partial',22,22,'Print','B&W','Photo Room - Brazoria','Bryan''s Beach to San Luis Pass
Q:\Historic_Images\GLO\Index\footprints\GLO_120','2018-03-21 18:58:08.030763+00','2018-04-05 17:21:41.350949+00','bfd6b5c9-3daa-48f1-9aec-8e4b66969b3d','a3b9aa31-af6d-4052-8f73-552545a13e09','5459ecd6-3926-47db-b261-b88ac92a08c6'
'c941079c-07a4-4df1-9536-f995bde4883b','Full',0,0,'Print','B&W','Harris','','2018-04-07 14:06:02.969491+00','2018-04-07 14:06:02.969511+00','bbfcd124-7b7b-47b5-9ad1-86e3e6c5e082','d33fbbee-fad3-48d2-9f85-a7f826409e79','57a1bdb1-a364-4f2d-8ad7-52198a40b3ff'
'be5c6c82-445b-4d22-ba0b-56cd3a326fa3','Partial',125,0,'Print','B&W','Fort Bend','','2018-02-07 16:10:34.428067+00','2018-04-07 22:35:09.314324+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'bfa64d7d-2fae-4ffc-9511-7144a627ebce','Full',90,0,'Print','B&W','Galveston','Alternating Frames','2018-02-07 16:10:15.772075+00','2018-04-08 00:05:48.355355+00','f3bd3641-b5d0-482b-86b6-afa4c91e129b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','de68a7e1-941b-4a9a-afc4-f337563bc400'
'ba3f35ce-abf6-41c6-a71f-0fbaeab1cff0','Partial',130,0,'Print','B&W','Galveston','Contains portions of rolls 1-22. Galveston County','2018-02-07 16:10:34.428067+00','2018-04-08 00:02:36.014376+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','f104920c-59a7-49d0-957a-5cc7451a2345'
'87482e7b-05ca-41e9-96f1-435c3da5644f','Full',450,0,'Print','B&W','FC16F','','2018-02-07 16:10:13.936401+00','2018-05-11 16:04:54.676469+00','d7b3a7b7-c0a9-40b5-b643-2694ae820856','a3b9aa31-af6d-4052-8f73-552545a13e09','67fbb78a-8a3e-44a0-bc9b-0fa9f96f875d'
'dd733217-18b5-4930-ae46-e7587b51c56a','Full',21,0,'Print','B&W','FC10F','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','e34e646d-9a19-4079-9aca-077a820afaa0'
'f9c0fec6-eba8-431c-974b-29b9b1b1b6c3','Full',37,0,'Print','B&W','FC44B','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','e34e646d-9a19-4079-9aca-077a820afaa0'
'b8fd9e58-0a2f-4224-99df-b7694f3cb886','Full',41,0,'Print','B&W','FC08F','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','e34e646d-9a19-4079-9aca-077a820afaa0'
'84ae58ec-da49-4e4a-b46c-e04266451e6f','Full',41,0,'Print','B&W','FC09C','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','e34e646d-9a19-4079-9aca-077a820afaa0'
'68147213-6173-4603-b75a-f4d12eb8e4a1','Full',45,0,'Print','B&W','FC06E','','2018-02-07 16:10:22.654426+00','2018-02-07 16:10:22.654421+00','bc902e93-42b3-44d7-a65b-9142800e86ff','a3b9aa31-af6d-4052-8f73-552545a13e09','e34e646d-9a19-4079-9aca-077a820afaa0'
'd5005a22-f45f-48c8-a38c-487aa691ea90','Partial',0,0,'Print','B&W','Photo Room - Kaufman','','2018-07-30 19:18:54.436779+00','2018-07-30 19:18:54.4368+00','4ad68c62-0bb6-4892-a927-edc948de4f90','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'4fb7535e-c2c7-4aab-b21e-eba3f74da25b','Full',408,0,'Print','B&W','FC 37C','','2018-02-07 16:10:33.074909+00','2018-02-07 16:10:33.07489+00','7d7a75c6-db92-49dc-817b-86d7f955369d','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'39b9d1c5-18b0-4c54-b321-9cfcda8e8dce','Full',535,0,'Print','B&W','FC37D','INDEXED UNDER TRAVIS 1997 PHOTO INDEX
INCLUDES WILLIAMSON COUNTY','2018-02-07 16:10:33.074909+00','2018-02-07 16:10:33.07489+00','7d7a75c6-db92-49dc-817b-86d7f955369d','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'95d1aded-93bd-4a8b-aad6-eefd51ed0c89','Partial',30,0,'Print','B&W','Fayette','','2018-04-07 18:38:17.949724+00','2018-04-07 18:38:17.949745+00','3fa42245-ee21-466b-b645-cd89b22748c7','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'579e2740-c9bb-4a04-b8bf-b2f9c53d4658','Full',343,0,'Print','B&W','Fort Bend','Fort Bend County','2018-02-07 16:10:34.428067+00','2018-04-07 20:51:26.366122+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'b3021dd4-6913-4275-b876-59e30ce9c2c8','Full',227,0,'Print','B&W','FC26D','','2018-02-07 16:10:34.428067+00','2018-02-07 16:10:34.428061+00','b50fc728-97f7-428d-b459-942b02a4199b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'08cd61c4-a7e0-4502-a897-0d1b6eac59d0','Full',351,0,'Print','B&W','FC27C & FC34F','ALT. FRAMES','2018-02-07 16:10:34.428067+00','2018-02-07 16:10:34.428061+00','b50fc728-97f7-428d-b459-942b02a4199b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'2239259f-6422-40d4-bf38-53b6aea2e7bc','Full',550,0,'Print','B&W','FC23G','','2018-02-07 16:10:34.428067+00','2018-02-07 16:10:34.428061+00','b50fc728-97f7-428d-b459-942b02a4199b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'a9a677b8-1d2b-490c-a4b3-9f1addf0604c','Full',383,0,'Print','B&W','Montgomery','Montgomery County','2018-02-07 16:10:34.428067+00','2018-04-07 20:53:37.922348+00','b50fc728-97f7-428d-b459-942b02a4199b','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'7c66107a-f6f8-4901-9346-7826a3765aa4','Partial',0,0,'Print','B&W','Brazos','','2018-04-07 23:16:39.72641+00','2018-04-07 23:16:39.726432+00','29405520-4857-429e-a422-eb5c9b74442a','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'cebb0cc7-84a6-4f86-8ed1-1cf1e2fbde70','Full',72,0,'Print','B&W','FC24H','Troop Co-op  (town)
Troop Co-op  (town)
Troop Co-op  (town)
Troup Co-op (town)','2018-02-07 16:10:30.502096+00','2018-04-10 18:40:20.029415+00','9b66ed1e-c707-4c4b-94b9-2affe9807859','a3b9aa31-af6d-4052-8f73-552545a13e09','5fd4a491-8b36-411b-b5ec-16be4e705620'
'81dc6187-d01a-4b49-87aa-b85029204bf6','Full',363,0,'Print','B&W','FC17D','','2018-02-07 16:10:40.313585+00','2018-06-07 21:28:38.086367+00','0f842247-0338-4b74-9488-7ee144ae44ef','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'c0d805e0-e550-45ea-a675-2dfbaa46206d','Full',232,0,'Print','B&W','FC38F','Breckenridge','2018-02-07 16:10:39.336648+00','2018-02-07 16:10:39.336642+00','91f8ec06-505e-4aad-a9e4-6347083cfd68','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'9f15e407-72f8-4e12-bcf3-638b935cfae5','Partial',3,3,'Print','B&W','Photo Room - Aransas','Copano Bay (N) Westside
Q:\Historic_Images\GLO\Index\footprints\GLO_130','2018-03-21 19:58:31.396768+00','2018-04-04 18:23:56.176114+00','61c2ae45-fac5-4dc7-8db5-9a0c101f8d6f','a3b9aa31-af6d-4052-8f73-552545a13e09','d368109b-8827-48ec-b22d-12f88f7ec637'
